match_id,batting_team,bowling_team,batsman,Balls_Played,Total_Runs
206,Kochi Tuskers Kerala,Deccan Chargers,RV Gomez,1,0
227,Pune Warriors,Deccan Chargers,SC Ganguly,32,32
23,Delhi Daredevils,Mumbai Indians,R Bhatia,8,9
24,Rajasthan Royals,Chennai Super Kings,SA Asnodkar,31,32
243,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,54,75
247,Royal Challengers Bangalore,Mumbai Indians,MA Agarwal,34,41
251,Pune Warriors,Mumbai Indians,RV Uthappa,35,36
260,Mumbai Indians,Rajasthan Royals,RE Levi,22,29
264,Deccan Chargers,Delhi Daredevils,DT Christian,22,19
291,Royal Challengers Bangalore,Kings XI Punjab,SS Tiwary,1,1
312,Chennai Super Kings,Kings XI Punjab,JA Morkel,8,14
312,Kings XI Punjab,Chennai Super Kings,N Saini,4,1
319,Kolkata Knight Riders,Delhi Daredevils,G Gambhir,16,32
321,Chennai Super Kings,Delhi Daredevils,M Vijay,61,113
329,Sunrisers Hyderabad,Royal Challengers Bangalore,KC Sangakkara,17,16
336,Pune Warriors,Mumbai Indians,B Kumar,11,6
337,Royal Challengers Bangalore,Chennai Super Kings,V Kohli,48,58
338,Sunrisers Hyderabad,Kolkata Knight Riders,KC Sangakkara,3,2
342,Royal Challengers Bangalore,Delhi Daredevils,KB Arun Karthik,5,5
349,Delhi Daredevils,Mumbai Indians,V Sehwag,57,95
362,Kings XI Punjab,Mumbai Indians,PP Chawla,11,12
39,Delhi Daredevils,Deccan Chargers,V Sehwag,2,0
397,Mumbai Indians,Rajasthan Royals,AP Tare,27,35
419,Kolkata Knight Riders,Chennai Super Kings,PP Chawla,2,1
447,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,53,83
458,Kolkata Knight Riders,Kings XI Punjab,PP Chawla,6,13
469,Delhi Daredevils,Kings XI Punjab,AD Mathews,4,6
485,Sunrisers Hyderabad,Kings XI Punjab,A Ashish Reddy,8,22
498,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,63,117
514,Chennai Super Kings,Mumbai Indians,MS Dhoni,1,0
540,Delhi Daredevils,Gujarat Lions,Q de Kock,11,5
55,Deccan Chargers,Chennai Super Kings,Shahid Afridi,2,1
95,Kolkata Knight Riders,Delhi Daredevils,WP Saha,1,0
99,Delhi Daredevils,Deccan Chargers,AB de Villiers,36,44
10,Kings XI Punjab,Mumbai Indians,IK Pathan,3,6
10,Mumbai Indians,Kings XI Punjab,Harbhajan Singh,1,0
112,Royal Challengers Bangalore,Deccan Chargers,MK Pandey,74,114
123,Chennai Super Kings,Kolkata Knight Riders,SK Raina,20,18
131,Chennai Super Kings,Kings XI Punjab,R Ashwin,5,2
137,Kings XI Punjab,Kolkata Knight Riders,K Goel,17,17
20,Chennai Super Kings,Delhi Daredevils,MS Dhoni,28,32
200,Kings XI Punjab,Delhi Daredevils,KD Karthik,5,6
211,Kings XI Punjab,Kolkata Knight Riders,Bipul Sharma,12,16
216,Deccan Chargers,Kolkata Knight Riders,B Chipli,7,12
23,Delhi Daredevils,Mumbai Indians,S Dhawan,3,1
249,Mumbai Indians,Chennai Super Kings,SR Tendulkar,16,16
253,Delhi Daredevils,Royal Challengers Bangalore,NV Ojha,27,33
254,Deccan Chargers,Chennai Super Kings,S Dhawan,21,21
274,Kings XI Punjab,Royal Challengers Bangalore,PC Valthaty,12,6
298,Kolkata Knight Riders,Delhi Daredevils,BB McCullum,44,56
314,Rajasthan Royals,Deccan Chargers,STR Binny,8,7
319,Delhi Daredevils,Kolkata Knight Riders,P Negi,11,14
321,Delhi Daredevils,Chennai Super Kings,P Negi,6,8
337,Royal Challengers Bangalore,Chennai Super Kings,MA Agarwal,22,24
380,Pune Warriors,Mumbai Indians,KW Richardson,16,8
40,Mumbai Indians,Kolkata Knight Riders,DJ Thornely,6,1
443,Delhi Daredevils,Kings XI Punjab,MK Tiwary,8,10
461,Rajasthan Royals,Kings XI Punjab,SV Samson,6,5
465,Kings XI Punjab,Mumbai Indians,M Vijay,29,35
466,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,42,41
512,Delhi Daredevils,Royal Challengers Bangalore,JP Duminy,44,67
549,Kings XI Punjab,Kolkata Knight Riders,Sandeep Sharma,1,1
559,Sunrisers Hyderabad,Delhi Daredevils,MC Henriques,1,0
56,Rajasthan Royals,Delhi Daredevils,SA Asnodkar,21,39
69,Deccan Chargers,Mumbai Indians,DR Smith,23,35
69,Deccan Chargers,Mumbai Indians,Y Venugopal Rao,11,9
76,Kings XI Punjab,Mumbai Indians,WA Mota,6,5
77,Deccan Chargers,Delhi Daredevils,AA Bilakhia,28,22
82,Delhi Daredevils,Chennai Super Kings,DA Warner,40,51
91,Mumbai Indians,Delhi Daredevils,PR Shah,23,11
109,Kolkata Knight Riders,Rajasthan Royals,BJ Hodge,8,6
116,Kolkata Knight Riders,Deccan Chargers,AD Mathews,49,65
117,Rajasthan Royals,Mumbai Indians,AD Mascarenhas,8,9
118,Kings XI Punjab,Delhi Daredevils,DPMD Jayawardene,1,0
143,Chennai Super Kings,Royal Challengers Bangalore,M Vijay,39,78
175,Chennai Super Kings,Mumbai Indians,S Badrinath,11,14
2,Kings XI Punjab,Chennai Super Kings,K Goel,20,24
204,Delhi Daredevils,Royal Challengers Bangalore,V Sehwag,18,25
207,Delhi Daredevils,Kolkata Knight Riders,Y Nagar,14,19
209,Royal Challengers Bangalore,Pune Warriors,V Kohli,43,67
264,Deccan Chargers,Delhi Daredevils,AA Jhunjhunwala,6,4
278,Deccan Chargers,Kolkata Knight Riders,IR Jaggi,7,3
28,Chennai Super Kings,Delhi Daredevils,SK Raina,2,1
290,Rajasthan Royals,Delhi Daredevils,AL Menaria,4,2
301,Mumbai Indians,Royal Challengers Bangalore,AT Rayudu,17,22
307,Kings XI Punjab,Deccan Chargers,PP Chawla,3,8
339,Kings XI Punjab,Rajasthan Royals,R Sathish,12,11
34,Rajasthan Royals,Delhi Daredevils,GC Smith,29,24
342,Delhi Daredevils,Royal Challengers Bangalore,IK Pathan,12,30
354,Kolkata Knight Riders,Mumbai Indians,EJG Morgan,25,31
354,Kolkata Knight Riders,Mumbai Indians,JH Kallis,38,37
362,Mumbai Indians,Kings XI Punjab,KD Karthik,20,25
368,Rajasthan Royals,Kolkata Knight Riders,OA Shah,23,24
386,Kolkata Knight Riders,Pune Warriors,DB Das,6,8
388,Mumbai Indians,Rajasthan Royals,SL Malinga,1,1
392,Pune Warriors,Delhi Daredevils,RV Uthappa,21,24
4,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,10,8
427,Chennai Super Kings,Kings XI Punjab,BB McCullum,30,33
439,Rajasthan Royals,Delhi Daredevils,SV Samson,27,40
446,Kings XI Punjab,Mumbai Indians,GJ Bailey,30,39
455,Kings XI Punjab,Kolkata Knight Riders,M Vohra,19,26
489,Kings XI Punjab,Delhi Daredevils,WP Saha,8,3
541,Mumbai Indians,Kolkata Knight Riders,KH Pandya,5,6
545,Gujarat Lions,Kings XI Punjab,KD Karthik,5,2
574,Gujarat Lions,Royal Challengers Bangalore,BB McCullum,4,1
577,Sunrisers Hyderabad,Royal Challengers Bangalore,S Dhawan,26,28
60,Rajasthan Royals,Royal Challengers Bangalore,GC Smith,12,2
79,Kolkata Knight Riders,Mumbai Indians,BJ Hodge,64,73
80,Royal Challengers Bangalore,Kings XI Punjab,KP Appanna,1,0
93,Rajasthan Royals,Chennai Super Kings,YK Pathan,11,7
112,Deccan Chargers,Royal Challengers Bangalore,RG Sharma,12,12
119,Royal Challengers Bangalore,Kolkata Knight Riders,JH Kallis,52,65
136,Rajasthan Royals,Deccan Chargers,FY Fazal,12,8
147,Chennai Super Kings,Rajasthan Royals,JA Morkel,34,62
148,Deccan Chargers,Mumbai Indians,PP Ojha,2,2
153,Rajasthan Royals,Kings XI Punjab,NV Ojha,38,44
156,Kings XI Punjab,Mumbai Indians,KC Sangakkara,42,56
160,Rajasthan Royals,Mumbai Indians,AC Voges,27,28
173,Chennai Super Kings,Deccan Chargers,MS Dhoni,33,30
182,Rajasthan Royals,Delhi Daredevils,R Dravid,32,38
191,Pune Warriors,Delhi Daredevils,Yuvraj Singh,34,66
195,Pune Warriors,Mumbai Indians,SB Wagh,2,2
201,Deccan Chargers,Mumbai Indians,CL White,7,1
209,Royal Challengers Bangalore,Pune Warriors,M Kaif,5,8
218,Pune Warriors,Mumbai Indians,AA Jhunjhunwala,16,10
228,Kings XI Punjab,Mumbai Indians,AC Gilchrist,30,28
263,Kolkata Knight Riders,Rajasthan Royals,Shakib Al Hasan,10,16
271,Kings XI Punjab,Kolkata Knight Riders,DJ Hussey,14,10
271,Kings XI Punjab,Kolkata Knight Riders,Mandeep Singh,10,6
320,Chennai Super Kings,Mumbai Indians,S Badrinath,41,47
324,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,34,28
328,Pune Warriors,Kings XI Punjab,AD Mathews,4,4
329,Sunrisers Hyderabad,Royal Challengers Bangalore,CL White,16,22
342,Delhi Daredevils,Royal Challengers Bangalore,DPMD Jayawardene,31,28
342,Delhi Daredevils,Royal Challengers Bangalore,MC Juneja,18,17
36,Kolkata Knight Riders,Delhi Daredevils,DJ Hussey,32,31
360,Delhi Daredevils,Pune Warriors,BJ Rohrer,14,13
402,Sunrisers Hyderabad,Rajasthan Royals,DA Warner,35,32
419,Chennai Super Kings,Kolkata Knight Riders,SK Raina,25,31
429,Kings XI Punjab,Royal Challengers Bangalore,MG Johnson,12,16
437,Kings XI Punjab,Sunrisers Hyderabad,WP Saha,26,54
449,Mumbai Indians,Delhi Daredevils,M de Lange,2,1
480,Mumbai Indians,Delhi Daredevils,SL Malinga,11,6
495,Royal Challengers Bangalore,Chennai Super Kings,SN Khan,8,8
5,Kolkata Knight Riders,Deccan Chargers,LR Shukla,6,4
514,Chennai Super Kings,Mumbai Indians,P Negi,3,3
525,Sunrisers Hyderabad,Kolkata Knight Riders,A Ashish Reddy,9,13
530,Kolkata Knight Riders,Kings XI Punjab,G Gambhir,35,34
538,Kings XI Punjab,Mumbai Indians,M Vohra,11,7
541,Kolkata Knight Riders,Mumbai Indians,G Gambhir,45,59
550,Delhi Daredevils,Rising Pune Supergiants,SW Billings,17,24
72,Chennai Super Kings,Deccan Chargers,JA Morkel,7,13
77,Delhi Daredevils,Deccan Chargers,AB de Villiers,9,5
110,Chennai Super Kings,Kings XI Punjab,S Badrinath,9,4
113,Deccan Chargers,Delhi Daredevils,A Symonds,15,24
136,Deccan Chargers,Rajasthan Royals,R Sharma,5,10
161,Royal Challengers Bangalore,Deccan Chargers,LRPL Taylor,5,1
165,Chennai Super Kings,Delhi Daredevils,S Badrinath,30,30
167,Royal Challengers Bangalore,Mumbai Indians,LRPL Taylor,11,9
193,Chennai Super Kings,Kochi Tuskers Kerala,S Badrinath,17,19
21,Royal Challengers Bangalore,Deccan Chargers,W Jaffer,5,5
248,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,3,0
251,Pune Warriors,Mumbai Indians,SC Ganguly,6,3
252,Kings XI Punjab,Rajasthan Royals,DJ Hussey,10,13
256,Kings XI Punjab,Pune Warriors,AM Nayar,28,24
273,Chennai Super Kings,Pune Warriors,S Badrinath,48,57
310,Kings XI Punjab,Delhi Daredevils,Azhar Mahmood,7,9
315,Kings XI Punjab,Delhi Daredevils,Gurkeerat Singh,12,26
325,Pune Warriors,Sunrisers Hyderabad,R Sharma,1,0
338,Kolkata Knight Riders,Sunrisers Hyderabad,G Gambhir,46,53
338,Kolkata Knight Riders,Sunrisers Hyderabad,MS Bisla,24,28
342,Delhi Daredevils,Royal Challengers Bangalore,KM Jadhav,16,29
372,Rajasthan Royals,Pune Warriors,JP Faulkner,2,3
377,Kings XI Punjab,Rajasthan Royals,MS Gony,4,3
38,Rajasthan Royals,Kings XI Punjab,Younis Khan,7,3
381,Kings XI Punjab,Sunrisers Hyderabad,Harmeet Singh,4,3
388,Mumbai Indians,Rajasthan Royals,AP Tare,37,59
399,Kolkata Knight Riders,Mumbai Indians,MK Pandey,55,64
401,Chennai Super Kings,Kings XI Punjab,MS Dhoni,11,26
406,Chennai Super Kings,Delhi Daredevils,SK Raina,42,56
412,Rajasthan Royals,Royal Challengers Bangalore,SR Watson,24,24
429,Kings XI Punjab,Royal Challengers Bangalore,WP Saha,18,17
458,Kolkata Knight Riders,Kings XI Punjab,SP Narine,4,2
464,Rajasthan Royals,Delhi Daredevils,JP Faulkner,11,17
485,Kings XI Punjab,Sunrisers Hyderabad,Sandeep Sharma,1,1
486,Kolkata Knight Riders,Delhi Daredevils,YK Pathan,24,42
499,Sunrisers Hyderabad,Rajasthan Royals,MC Henriques,21,20
50,Delhi Daredevils,Mumbai Indians,TM Dilshan,1,0
503,Mumbai Indians,Royal Challengers Bangalore,Harbhajan Singh,3,3
510,Chennai Super Kings,Kings XI Punjab,BB McCullum,6,6
510,Kings XI Punjab,Chennai Super Kings,GJ Bailey,7,12
515,Rajasthan Royals,Royal Challengers Bangalore,SV Samson,8,5
53,Kings XI Punjab,Kolkata Knight Riders,Yuvraj Singh,19,27
537,Kolkata Knight Riders,Rising Pune Supergiants,UT Yadav,3,7
95,Delhi Daredevils,Kolkata Knight Riders,G Gambhir,25,18
98,Mumbai Indians,Kings XI Punjab,ST Jayasuriya,8,4
104,Kolkata Knight Riders,Deccan Chargers,SC Ganguly,41,33
119,Royal Challengers Bangalore,Kolkata Knight Riders,MK Pandey,8,0
129,Royal Challengers Bangalore,Mumbai Indians,EJG Morgan,6,7
130,Delhi Daredevils,Deccan Chargers,DP Nannes,2,1
140,Deccan Chargers,Mumbai Indians,Y Venugopal Rao,9,7
142,Mumbai Indians,Kings XI Punjab,R Sathish,10,17
157,Chennai Super Kings,Deccan Chargers,MEK Hussey,11,8
161,Deccan Chargers,Royal Challengers Bangalore,RG Sharma,47,51
170,Deccan Chargers,Delhi Daredevils,AC Gilchrist,9,10
175,Mumbai Indians,Chennai Super Kings,Harbhajan Singh,2,1
19,Kolkata Knight Riders,Rajasthan Royals,AB Dinda,3,1
204,Royal Challengers Bangalore,Delhi Daredevils,J Syed Mohammad,10,13
234,Kings XI Punjab,Delhi Daredevils,PP Chawla,1,1
243,Chennai Super Kings,Royal Challengers Bangalore,DJ Bravo,5,5
247,Mumbai Indians,Royal Challengers Bangalore,AN Ahmed,13,18
258,Kolkata Knight Riders,Royal Challengers Bangalore,R Bhatia,1,4
269,Rajasthan Royals,Deccan Chargers,R Dravid,27,42
282,Pune Warriors,Deccan Chargers,RV Uthappa,27,29
286,Rajasthan Royals,Delhi Daredevils,OA Shah,1,1
29,Kolkata Knight Riders,Royal Challengers Bangalore,T Taibu,12,15
290,Delhi Daredevils,Rajasthan Royals,DPMD Jayawardene,3,0
311,Kolkata Knight Riders,Mumbai Indians,SP Narine,7,9
315,Kings XI Punjab,Delhi Daredevils,PP Chawla,2,1
327,Chennai Super Kings,Mumbai Indians,DJ Bravo,17,10
34,Rajasthan Royals,Delhi Daredevils,SK Warne,12,11
35,Kings XI Punjab,Royal Challengers Bangalore,LA Pomersbach,24,34
376,Sunrisers Hyderabad,Chennai Super Kings,NLTC Perera,13,23
413,Kings XI Punjab,Kolkata Knight Riders,DA Miller,10,14
427,Kings XI Punjab,Chennai Super Kings,V Sehwag,25,30
444,Royal Challengers Bangalore,Sunrisers Hyderabad,PA Patel,4,4
477,Kings XI Punjab,Rajasthan Royals,GJ Maxwell,7,2
477,Rajasthan Royals,Kings XI Punjab,KK Nair,14,25
481,Rajasthan Royals,Royal Challengers Bangalore,DS Kulkarni,2,1
492,Chennai Super Kings,Sunrisers Hyderabad,BB McCullum,5,12
517,Chennai Super Kings,Mumbai Indians,MS Dhoni,13,18
528,Delhi Daredevils,Royal Challengers Bangalore,SV Samson,14,9
533,Rising Pune Supergiants,Royal Challengers Bangalore,AM Rahane,47,60
549,Kolkata Knight Riders,Kings XI Punjab,YK Pathan,16,19
550,Delhi Daredevils,Rising Pune Supergiants,J Yadav,5,1
575,Kolkata Knight Riders,Sunrisers Hyderabad,G Gambhir,28,28
576,Sunrisers Hyderabad,Gujarat Lions,DA Warner,59,93
65,Deccan Chargers,Royal Challengers Bangalore,VVS Laxman,10,5
72,Chennai Super Kings,Deccan Chargers,PA Patel,2,0
1,Royal Challengers Bangalore,Kolkata Knight Riders,AA Noffke,12,9
116,Deccan Chargers,Kolkata Knight Riders,Jaskaran Singh,4,4
131,Kings XI Punjab,Chennai Super Kings,IK Pathan,32,39
166,Deccan Chargers,Kings XI Punjab,AC Gilchrist,5,9
167,Royal Challengers Bangalore,Mumbai Indians,RV Uthappa,7,4
181,Kolkata Knight Riders,Deccan Chargers,G Gambhir,19,29
182,Delhi Daredevils,Rajasthan Royals,UBT Chand,10,2
198,Mumbai Indians,Chennai Super Kings,SR Tendulkar,9,5
199,Kolkata Knight Riders,Royal Challengers Bangalore,EJG Morgan,6,6
228,Mumbai Indians,Kings XI Punjab,KA Pollard,13,17
238,Chennai Super Kings,Kochi Tuskers Kerala,WP Saha,35,46
243,Chennai Super Kings,Royal Challengers Bangalore,R Ashwin,4,2
257,Deccan Chargers,Mumbai Indians,B Chipli,6,1
261,Chennai Super Kings,Royal Challengers Bangalore,M Vijay,15,11
290,Rajasthan Royals,Delhi Daredevils,SR Watson,9,8
317,Deccan Chargers,Royal Challengers Bangalore,S Dhawan,4,5
320,Mumbai Indians,Chennai Super Kings,SL Malinga,17,17
340,Chennai Super Kings,Pune Warriors,SK Raina,10,8
345,Chennai Super Kings,Delhi Daredevils,DJ Bravo,3,3
367,Pune Warriors,Royal Challengers Bangalore,BAW Mendis,4,2
373,Royal Challengers Bangalore,Sunrisers Hyderabad,AB de Villiers,15,15
373,Royal Challengers Bangalore,Sunrisers Hyderabad,MA Agarwal,20,29
383,Chennai Super Kings,Rajasthan Royals,M Vijay,51,55
394,Sunrisers Hyderabad,Kolkata Knight Riders,BB Samantray,2,5
408,Chennai Super Kings,Rajasthan Royals,RA Jadeja,35,36
44,Chennai Super Kings,Kolkata Knight Riders,SP Fleming,21,32
45,Royal Challengers Bangalore,Delhi Daredevils,B Akhil,3,3
459,Kolkata Knight Riders,Mumbai Indians,G Gambhir,44,57
472,Delhi Daredevils,Sunrisers Hyderabad,AD Mathews,11,15
484,Delhi Daredevils,Royal Challengers Bangalore,NM Coulter-Nile,8,4
487,Royal Challengers Bangalore,Rajasthan Royals,SN Khan,22,45
491,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,17,45
5,Kolkata Knight Riders,Deccan Chargers,SC Ganguly,35,14
500,Mumbai Indians,Chennai Super Kings,KA Pollard,4,1
504,Rajasthan Royals,Chennai Super Kings,CH Morris,11,16
508,Kolkata Knight Riders,Mumbai Indians,PP Chawla,8,1
547,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle,7,7
554,Mumbai Indians,Sunrisers Hyderabad,HH Pandya,16,7
6,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,35,57
60,Rajasthan Royals,Royal Challengers Bangalore,NK Patel,19,4
82,Delhi Daredevils,Chennai Super Kings,G Gambhir,14,13
84,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,44,52
1,Royal Challengers Bangalore,Kolkata Knight Riders,SB Joshi,8,3
103,Mumbai Indians,Chennai Super Kings,Harbhajan Singh,1,1
106,Rajasthan Royals,Delhi Daredevils,SK Warne,3,6
114,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,19,26
115,Royal Challengers Bangalore,Deccan Chargers,MK Pandey,9,4
121,Rajasthan Royals,Delhi Daredevils,YK Pathan,5,0
123,Kolkata Knight Riders,Chennai Super Kings,RS Gavaskar,8,2
124,Mumbai Indians,Delhi Daredevils,DJ Bravo,4,9
147,Rajasthan Royals,Chennai Super Kings,NV Ojha,57,94
15,Royal Challengers Bangalore,Chennai Super Kings,B Akhil,3,2
164,Royal Challengers Bangalore,Rajasthan Royals,R Dravid,4,5
206,Deccan Chargers,Kochi Tuskers Kerala,CL White,34,31
228,Mumbai Indians,Kings XI Punjab,RG Sharma,6,5
236,Deccan Chargers,Pune Warriors,S Dhawan,25,28
238,Kochi Tuskers Kerala,Chennai Super Kings,PA Patel,7,6
267,Rajasthan Royals,Royal Challengers Bangalore,BJ Hodge,2,1
268,Mumbai Indians,Delhi Daredevils,RE Levi,4,1
338,Sunrisers Hyderabad,Kolkata Knight Riders,PA Patel,32,27
34,Delhi Daredevils,Rajasthan Royals,A Mishra,5,4
34,Delhi Daredevils,Rajasthan Royals,AB de Villiers,23,20
343,Pune Warriors,Sunrisers Hyderabad,B Kumar,1,0
343,Pune Warriors,Sunrisers Hyderabad,R Sharma,1,0
343,Sunrisers Hyderabad,Pune Warriors,A Ashish Reddy,15,19
372,Rajasthan Royals,Pune Warriors,AM Rahane,50,67
377,Kings XI Punjab,Rajasthan Royals,Mandeep Singh,3,0
393,Royal Challengers Bangalore,Chennai Super Kings,V Kohli,29,56
40,Mumbai Indians,Kolkata Knight Riders,SR Tendulkar,3,0
409,Kolkata Knight Riders,Royal Challengers Bangalore,MK Pandey,3,5
418,Sunrisers Hyderabad,Mumbai Indians,DA Warner,53,65
424,Chennai Super Kings,Delhi Daredevils,DR Smith,51,79
431,Mumbai Indians,Chennai Super Kings,KA Pollard,1,0
448,Sunrisers Hyderabad,Chennai Super Kings,DA Warner,46,90
462,Chennai Super Kings,Sunrisers Hyderabad,MS Dhoni,29,53
467,Mumbai Indians,Rajasthan Royals,S Gopal,1,1
518,Mumbai Indians,Rising Pune Supergiants,MJ McClenaghan,2,2
521,Sunrisers Hyderabad,Royal Challengers Bangalore,EJG Morgan,18,22
526,Gujarat Lions,Mumbai Indians,P Kumar,2,0
529,Mumbai Indians,Sunrisers Hyderabad,JC Buttler,11,11
556,Kings XI Punjab,Royal Challengers Bangalore,DA Miller,1,0
572,Kolkata Knight Riders,Sunrisers Hyderabad,Shakib Al Hasan,10,7
573,Delhi Daredevils,Royal Challengers Bangalore,RR Pant,2,1
73,Kolkata Knight Riders,Mumbai Indians,BAW Mendis,1,0
76,Kings XI Punjab,Mumbai Indians,PP Chawla,2,0
80,Kings XI Punjab,Royal Challengers Bangalore,SM Katich,5,3
93,Chennai Super Kings,Rajasthan Royals,S Badrinath,43,59
96,Deccan Chargers,Rajasthan Royals,WPUJC Vaas,15,20
104,Kolkata Knight Riders,Deccan Chargers,BJ Hodge,41,48
111,Mumbai Indians,Delhi Daredevils,Mohammad Ashraful,12,2
117,Rajasthan Royals,Mumbai Indians,NV Ojha,12,12
12,Chennai Super Kings,Kolkata Knight Riders,PA Patel,30,21
126,Chennai Super Kings,Delhi Daredevils,PA Patel,7,6
13,Deccan Chargers,Mumbai Indians,AC Gilchrist,50,109
141,Kolkata Knight Riders,Delhi Daredevils,Mandeep Singh,4,0
146,Kings XI Punjab,Royal Challengers Bangalore,KC Sangakkara,27,45
15,Royal Challengers Bangalore,Chennai Super Kings,Z Khan,6,8
157,Deccan Chargers,Chennai Super Kings,TL Suman,44,55
179,Mumbai Indians,Delhi Daredevils,DJ Jacobs,6,1
183,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,37,38
197,Rajasthan Royals,Kings XI Punjab,SA Asnodkar,9,9
200,Delhi Daredevils,Kings XI Punjab,Y Venugopal Rao,16,28
207,Kolkata Knight Riders,Delhi Daredevils,RN ten Doeschate,13,19
224,Royal Challengers Bangalore,Kochi Tuskers Kerala,CH Gayle,17,44
232,Kolkata Knight Riders,Royal Challengers Bangalore,MV Boucher,2,1
250,Kolkata Knight Riders,Delhi Daredevils,YK Pathan,4,0
256,Kings XI Punjab,Pune Warriors,DJ Hussey,18,18
291,Kings XI Punjab,Royal Challengers Bangalore,PP Chawla,2,6
310,Delhi Daredevils,Kings XI Punjab,DPMD Jayawardene,49,56
310,Delhi Daredevils,Kings XI Punjab,LRPL Taylor,2,0
317,Royal Challengers Bangalore,Deccan Chargers,MA Agarwal,2,1
334,Rajasthan Royals,Pune Warriors,AM Rahane,27,30
337,Chennai Super Kings,Royal Challengers Bangalore,DJ Bravo,4,8
343,Pune Warriors,Sunrisers Hyderabad,RV Uthappa,14,22
366,Kings XI Punjab,Chennai Super Kings,DA Miller,26,51
371,Mumbai Indians,Chennai Super Kings,AT Rayudu,11,10
394,Sunrisers Hyderabad,Kolkata Knight Riders,NLTC Perera,10,4
399,Kolkata Knight Riders,Mumbai Indians,YK Pathan,4,4
42,Royal Challengers Bangalore,Rajasthan Royals,J Arunkumar,3,0
428,Sunrisers Hyderabad,Rajasthan Royals,MC Henriques,13,9
428,Sunrisers Hyderabad,Rajasthan Royals,S Dhawan,20,33
434,Mumbai Indians,Sunrisers Hyderabad,KA Pollard,7,6
445,Kolkata Knight Riders,Chennai Super Kings,MK Pandey,28,18
446,Kings XI Punjab,Mumbai Indians,BE Hendricks,1,0
450,Rajasthan Royals,Kings XI Punjab,BJ Hodge,19,31
482,Mumbai Indians,Sunrisers Hyderabad,RG Sharma,15,24
500,Chennai Super Kings,Mumbai Indians,F du Plessis,16,17
510,Chennai Super Kings,Kings XI Punjab,MEK Hussey,4,1
510,Chennai Super Kings,Kings XI Punjab,MS Dhoni,16,25
511,Kolkata Knight Riders,Rajasthan Royals,SA Yadav,1,0
